2.2011,95.63,105.38,-16.999,17.358,84.207,70.018,-20.492,13.14,101.06,102.83,18.567,-24.99,100.47,108.47,24.912,-8.5299,81.779,111.99,-20.937,12.999,74.673,90.684,-4.2664,-4.0441,99.207,99.915,24.376,-6.5091,109.92,92.877,-12.599,21.989,104.96,78.785,-24.021
13.417,91.324,86.452,23.289,-11.786,68.722,74.375,-24.838,-11.054,90.44,86.227,12.415,2.7005,65.97,100.42,16.045,17.457,69.178,82.741,-1.7648,-0.1383,80.78,78.809,11.222,11.006,101.4,104.48,-9.6193,5.8799,81.365,106.14,14.552,5.4792,82.499,74.761,-17.004
-13.574,110.71,108.73,3.2848,-10.485,79.567,89.425,2.371,-1.9221,75.802,89.249,-3.7789,-16.54,80.242,101.45,18.258,10.247,78.838,107.41,20.896,21.744,112.96,84.333,9.8581,17.364,83.801,101.61,9.2485,-19.956,88.34,98.734,-3.7215,24.739,99.399,90.779,-19.305
19.44,96.834,109.29,-12.26,2.5209,101.26,87.814,-8.1943,4.9747,103.18,80.379,6.2894,12.376,68.532,65.815,22.704,22.089,75.032,91.435,-7.7103,11.961,90.314,111.65,-23.761,10.489,108.48,111.51,-18.541,5.9752,68.259,83.672,11.621,-18.067,102.27,92.933,24.251
-16.62,90.816,93.564,-18.728,-0.74787,78.41,69.41,-21.379,-10.33,106.29,101.09,18.318,-9.8284,68.408,74.398,0.32617,-7.4852,93.131,71.67,-20.825,-1.0071,101.6,85.358,-2.2934,-11.325,85.367,74.266,-24.605,6.6909,73.975,69.182,-22.82,7.9351,87.828,92.102,-17.492
-7.3861,99.13,76.748,10.309,8.8868,77.628,92.199,-21.339,-6.2526,68.603,113,-2.5506,-21.173,97.636,97.686,2.7447,7.3506,83.649,107.95,20.169,-24.144,94.929,82.078,-0.91914,-14.217,106.15,95.554,22.352,9.8431,108.06,70.854,1.413,-2.7338,91.767,87.634,24.149
-23.563,109.96,79.478,-20.728,-24.02,88.705,73.539,18.724,-10.989,97.903,101.77,-8.3623,-17.888,88.186,97.794,13.313,-11.925,98.609,107.37,8.8417,12.891,74.161,108.69,-22.622,6.7931,93.188,111.3,23.929,4.0968,69.951,95.938,-6.3803,21.188,88.102,70.843,-15.7
-21.667,71.121,70.112,-5.9655,10.87,110.31,113.74,16.392,22.519,97.181,110.44,-20.976,15.315,78.626,73.965,19.556,23.957,78.189,86.125,13.755,22.495,77.139,84.04,-13.212,-23.051,113.35,76.391,-18.784,-1.5916,109.9,101.25,20.74,-6.2533,80.856,105.28,-11.542
-3.1447,114.8,90.767,-12.317,-11.953,109.83,86.777,-13.76,13.152,79.263,105.75,16.237,8.0512,88.974,102.57,-16.871,-6.9499,96.513,80.813,2.1786,-20.007,89.234,76.766,17.21,-24.994,106.73,80.619,10.809,4.6126,88.594,86.242,-3.8576,-4.9438,75.826,86.921,-17.217
-18.336,84.184,94.837,2.0818,-12.658,94.93,75.702,3.1659,-12.111,109.86,109.2,-14.904,1.661,100.05,80.709,-9.3417,19.546,98.856,80.345,7.2054,-10.363,114.75,93.87,20.898,18.5,88.072,84.397,-5.0253,-11.619,100.3,114.34,9.5141,15.421,82.328,75.613,22.411
11.813,87.045,66.949,-3.4767,13.116,114.69,105.43,11.814,-22.964,108.6,111.51,0.8959,-21.064,108.02,80.125,-8.7326,9.3636,114.89,65.8,-7.1273,-10.413,74.633,108.85,13.801,5.9862,104.2,97.216,15.287,-6.5407,107.98,95.484,-15.829,-5.2342,82.87,110.15,-18.02
0.49568,102.64,108.1,2.602,-8.2644,113.09,73.615,19.57,-20.548,85.834,91.601,-23.071,-6.0851,65.634,76.235,-21.26,11.915,86.18,114.7,9.3126,-0.90818,91.39,69.955,-24.855,10.569,75.69,107.55,19.52,1.5419,68.164,104.99,-19.848,19.492,68.429,79.173,-16.975
-13.364,104.74,112.81,-13.514,-0.99337,71.872,89.605,-9.6202,-13.429,103.45,109.67,-14.704,15.084,87.68,103.3,9.8989,10.833,73.058,70.691,-24.126,2.4418,75.295,77.276,-15.084,-7.0258,89.879,86.697,-21.861,9.7306,66.771,88.745,-13.612,13.352,111.9,72.903,6.6923
5.045,97.305,113.01,-7.7238,6.3688,108.56,113.03,24.955,5.227,109.18,82.733,-4.1736,10.85,71.124,69.873,17.431,-19.971,71.852,88.133,-7.6927,-21.008,107.12,100.57,-10.756,24.571,106.74,97.498,14.974,4.7195,94.412,99.174,6.0895,22.003,66.766,90.384,-12.778
0.84342,82.221,79.018,15.837,15.587,66.715,95.142,-8.0584,11.055,107.82,98.326,-11.006,14.267,100.76,110.6,3.0657,-3.0094,113.95,113.66,-1.8151,1.0461,91.588,102.05,-1.9613,-12.431,78.258,82.147,-13.262,-18.724,71.275,99.027,-0.99973,22.004,88.023,112.72,14.724
10.888,83.54,104.85,-14.031,17.646,68.603,109.43,-3.7668,-22.065,107.69,68.385,23.417,-10.863,98.65,77.785,0.27468,-16.207,110.73,71.39,-20.235,22.458,107.66,81.089,-17.286,-20.193,65.534,77.253,22.362,15.858,91.294,109.2,-17.42,5.7135,75.504,100.29,8.9292
7.6482,68.729,77.116,8.8043,-5.3104,93.009,95.804,21.952,-8.9159,96.393,112.93,4.3042,-15.617,103.72,70.589,13.188,-7.3869,108.55,84.573,14.754,-13.5,83.333,105.52,-19.751,2.38,83.724,109.18,-15.61,-24.401,102.24,96.375,-5.6924,-14.11,110.75,76.639,11.144
24.532,106.2,97.014,4.1786,10.445,86.712,93.122,3.6904,-4.7686,109.16,83.283,-4.0155,11.1,91.4,98.968,-18.901,-5.0936,79.38,112.91,14.32,18.813,105.91,65.806,-4.4258,10.761,94.453,70.495,1.0356,-23.726,98.328,70.968,-3.7355,16.449,113.6,90.904,10.185
11.526,80.58,113.04,19.589,-9.137,95.405,92.232,-19.896,-18.027,84.905,101.71,4.8159,21.73,99.229,80.705,-0.1103,19.608,102.72,72.451,-11.575,5.7706,108.14,89.16,9.4876,3.0956,100.05,106.68,22.195,-16.812,84.945,103.4,6.7623,17.275,85.623,108.53,1.4613
16.476,104.24,107.1,-12.645,-22.216,98.292,77.148,-15.716,-12.209,77.112,97.893,-5.232,18.39,78.673,73.661,-8.2405,-7.6146,94.179,85.929,17.738,13.604,109.38,99.56,14.983,20.887,84.947,95.161,9.9741,-19.627,82.917,77.104,14.134,11.04,76.391,95.363,-1.2329
-11.577,76.313,99.224,-22.478,-19.838,102.45,110.52,-21.671,-22.076,97.282,73.954,-1.448,6.1846,84.08,69.37,6.8731,-11.982,75.104,83.499,-1.8375,-3.7,72.121,65.266,-1.8112,2.3054,78.949,114.03,-19.314,7.3213,79.02,69.029,-18.037,-17.283,86.232,76.95,11.416
10.201,87.58,113.96,1.2812,21.279,108.29,75.844,7.8494,24.376,114.32,71.138,22.129,-14.715,89.935,65.287,9.4982,7.1089,65.431,103.35,-1.8282,13.427,102.03,83.355,-12.386,-14.413,77.637,66.318,12.191,-17.622,112.76,109.04,-6.3429,14.81,73.655,109.96,-19.662
3.0472,77.489,111.13,3.0655,-12.771,98.95,108.92,-4.3176,-15.025,93.812,73.702,-15.845,-8.8506,108.44,100.47,-18.193,-12.217,110.2,104.65,-6.8495,0.91793,112.69,68.428,-23.666,22.552,94.84,77.263,-1.5994,-3.197,79.241,98.162,-5.8476,-2.2849,105.92,97.102,3.1035
16.999,74.807,98.831,13.873,-12.431,69.95,100.93,-22.637,18.317,83.713,75.25,24.86,-0.66241,76.521,105.29,-1.9716,-17.337,102.75,96.795,-15.462,-18.444,97.202,93.308,-12.418,-8.8952,80.37,65.55,5.5798,-11.996,99.144,98.387,8.5872,-1.2637,72.46,106.35,0.045144
-3.0764,84.798,82.559,22.873,-18.219,109.26,69.024,-0.75791,-17.52,95.536,97.213,4.5691,6.3032,66.507,71.795,-14.458,5.3558,79.548,108.64,-19.468,-1.1589,100.1,111.01,-20.939,15.947,67.078,87.359,-17.464,22.224,92.588,67.68,7.6904,-7.4137,78.34,109.86,3.9656
-11.386,78.248,84.979,-17.316,-18.815,93.929,108.31,19.422,-18.608,74.434,81.286,0.4691,-6.8677,77.098,88.684,-6.0661,-10.275,68.381,80.906,-5.3161,-22.731,90.196,89.543,12.346,6.4348,111.27,97.519,1.1456,-18.73,80.913,111.28,23.298,20.598,86.213,88.532,-18.084
-11.541,71.186,68.234,-20.345,2.7051,107.75,68.39,15.939,9.6218,65.916,81.766,8.7851,4.7241,85.144,90.257,7.8938,-4.1107,103.2,73.437,-7.3685,-7.8696,86.827,75.064,1.4641,-6.0211,70.722,91.62,14.863,-24.505,92.918,96.214,4.3785,-22.453,93.763,68.574,-11.043
-0.43276,110.23,88.091,-0.80046,20.023,89.031,96.205,18.162,13.538,106.3,86.051,10.98,19.577,69.901,111.8,12.883,-8.0516,110.4,99.601,-14.395,-4.6717,98.78,79.185,21.198,-17.798,82.133,93.846,8.9149,7.6085,105.47,96.911,-8.5134,19.668,70.215,97.459,8.0498
-21.149,80.388,76.233,6.9305,13.231,114.35,104.36,2.7134,2.9215,80.345,72.305,19.057,23.275,65.489,82.987,-13.509,24.975,95.682,104.65,-11.659,12.786,112.45,84.279,-0.3345,1.259,68.993,72.859,-6.5442,-4.5406,82.206,81.059,-2.8053,11.032,109.34,101.37,4.4954
-15.677,108.27,80.821,-4.1752,-17.597,93.425,98.953,13.554,9.0922,114.87,111.16,-21.851,6.537,102.56,70.665,23.402,1.0174,98.925,91.758,22.888,12.274,97.032,89.904,-5.0906,-1.4698,76.385,83.798,-5.7476,19.509,112.11,78.598,-17.604,1.4921,87.989,113.33,8.9487
3.5089,112.69,75.601,17.899,-5.0048,90.612,85.772,-10.051,-19.283,81.87,76.202,-11.187,6.788,93.736,104.4,16.854,20.588,96.316,81.315,-1.22,18.421,103.56,97.349,15.729,16.538,68.677,91.502,-12.073,-17.198,82.362,84.349,17.145,18.843,96.322,87.105,17.085
-10.092,106.81,99.909,16.806,-18.896,88.804,102.7,-13.621,-5.1199,96.298,79.405,2.4185,17.985,65.721,100.47,2.4539,-3.4159,95.991,90.772,-5.4849,-9.7334,102.32,112.13,-18.084,22.101,100.37,114.21,16.413,13.408,105.51,102.82,-6.341,20.472,85.939,70.432,-7.459
